Variant,Model,RevIN,Loss,HMM,SeqLen,ValMSE,File
Multivariate,NLinear,NoRevIN,MSE,HMM4W60,15,138.7900390625,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W60_Seq15_MSE139.csv
Univariate,Linear,RevIN,Huber,HMM4W30,30,140.02403259277344,Sub_Univariate_Linear_RevIN_Huber_HMM4W30_Seq30_MSE140.csv
Univariate,Linear,RevIN,MSE,HMM4W30,30,140.0313262939453,Sub_Univariate_Linear_RevIN_MSE_HMM4W30_Seq30_MSE140.csv
Univariate,Linear,NoRevIN,MSE,HMM4W60,15,140.34622192382812,Sub_Univariate_Linear_NoRevIN_MSE_HMM4W60_Seq15_MSE140.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W60,60,141.12860107421875,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W60_Seq60_MSE141.csv
Univariate,NLinear,NoRevIN,Huber,HMM4W60,60,141.60983276367188,Sub_Univariate_NLinear_NoRevIN_Huber_HMM4W60_Seq60_MSE142.csv
Univariate,NLinear,NoRevIN,MSE,HMM4W60,60,141.61270141601562,Sub_Univariate_NLinear_NoRevIN_MSE_HMM4W60_Seq60_MSE142.csv
Univariate,Linear,RevIN,MSE,HMM4W60,30,141.8500518798828,Sub_Univariate_Linear_RevIN_MSE_HMM4W60_Seq30_MSE142.csv
Univariate,Linear,RevIN,Huber,HMM4W60,30,141.85104370117188,Sub_Univariate_Linear_RevIN_Huber_HMM4W60_Seq30_MSE142.csv
Univariate,DLinear,NoRevIN,MSE,NoHMM,60,143.53607177734375,Sub_Univariate_DLinear_NoRevIN_MSE_NoHMM_Seq60_MSE144.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W60,30,143.56198120117188,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W60_Seq30_MSE144.csv
Univariate,Linear,NoRevIN,MSE,HMM4W60,7,144.0625762939453,Sub_Univariate_Linear_NoRevIN_MSE_HMM4W60_Seq7_MSE144.csv
Univariate,Linear,NoRevIN,MAE,HMM4W60,60,144.2211151123047,Sub_Univariate_Linear_NoRevIN_MAE_HMM4W60_Seq60_MSE144.csv
Univariate,DLinear,NoRevIN,MAE,HMM4W60,15,144.24685668945312,Sub_Univariate_DLinear_NoRevIN_MAE_HMM4W60_Seq15_MSE144.csv
Univariate,Linear,NoRevIN,Huber,HMM4W60,7,145.51068115234375,Sub_Univariate_Linear_NoRevIN_Huber_HMM4W60_Seq7_MSE146.csv
Multivariate,NLinear,NoRevIN,MAE,HMM4W60,15,145.96286010742188,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM4W60_Seq15_MSE146.csv
Univariate,DLinear,NoRevIN,MAE,HMM3W60,60,146.93765258789062,Sub_Univariate_DLinear_NoRevIN_MAE_HMM3W60_Seq60_MSE147.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W30,7,147.2659912109375,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W30_Seq7_MSE147.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W30,7,149.1075439453125,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W30_Seq7_MSE149.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W30,7,150.62088012695312,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W30_Seq7_MSE151.csv
Univariate,DLinear,RevIN,Huber,HMM4W60,30,150.85105895996094,Sub_Univariate_DLinear_RevIN_Huber_HMM4W60_Seq30_MSE151.csv
Univariate,DLinear,RevIN,MSE,HMM4W60,30,150.8646697998047,Sub_Univariate_DLinear_RevIN_MSE_HMM4W60_Seq30_MSE151.csv
Univariate,DLinear,NoRevIN,MSE,HMM3W60,7,151.87001037597656,Sub_Univariate_DLinear_NoRevIN_MSE_HMM3W60_Seq7_MSE152.csv
Multivariate,NLinear,NoRevIN,Huber,HMM4W30,30,152.73074340820312,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM4W30_Seq30_MSE153.csv
Multivariate,NLinear,NoRevIN,MSE,HMM4W30,30,152.73114013671875,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W30_Seq30_MSE153.csv
Univariate,DLinear,RevIN,Huber,HMM4W30,30,153.8157196044922,Sub_Univariate_DLinear_RevIN_Huber_HMM4W30_Seq30_MSE154.csv
Univariate,DLinear,RevIN,MSE,HMM4W30,30,153.82586669921875,Sub_Univariate_DLinear_RevIN_MSE_HMM4W30_Seq30_MSE154.csv
Multivariate,NLinear,NoRevIN,MAE,NoHMM,120,154.7874755859375,Sub_Multivariate_NLinear_NoRevIN_MAE_NoHMM_Seq120_MSE155.csv
Multivariate,NLinear,NoRevIN,MAE,HMM3W60,60,154.94741821289062,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM3W60_Seq60_MSE155.csv
Univariate,DLinear,NoRevIN,Huber,HMM3W60,7,155.94093322753906,Sub_Univariate_DLinear_NoRevIN_Huber_HMM3W60_Seq7_MSE156.csv
Univariate,NLinear,NoRevIN,MAE,HMM4W60,60,156.12034606933594,Sub_Univariate_NLinear_NoRevIN_MAE_HMM4W60_Seq60_MSE156.csv
Univariate,Linear,RevIN,MAE,HMM4W30,60,157.0865020751953,Sub_Univariate_Linear_RevIN_MAE_HMM4W30_Seq60_MSE157.csv
Multivariate,DLinear,RevIN,MAE,HMM4W60,30,158.16424560546875,Sub_Multivariate_DLinear_RevIN_MAE_HMM4W60_Seq30_MSE158.csv
Univariate,DLinear,NoRevIN,MSE,HMM4W30,7,158.17799377441406,Sub_Univariate_DLinear_NoRevIN_MSE_HMM4W30_Seq7_MSE158.csv
Multivariate,Linear,RevIN,Huber,HMM4W60,30,158.51010131835938,Sub_Multivariate_Linear_RevIN_Huber_HMM4W60_Seq30_MSE159.csv
Multivariate,Linear,RevIN,MSE,HMM4W60,30,158.5231475830078,Sub_Multivariate_Linear_RevIN_MSE_HMM4W60_Seq30_MSE159.csv
Univariate,DLinear,NoRevIN,Huber,NoHMM,60,159.1483612060547,Sub_Univariate_DLinear_NoRevIN_Huber_NoHMM_Seq60_MSE159.csv
Univariate,DLinear,NoRevIN,MSE,HMM4W60,15,159.78298950195312,Sub_Univariate_DLinear_NoRevIN_MSE_HMM4W60_Seq15_MSE160.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W60,15,160.31759643554688,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W60_Seq15_MSE160.csv
Multivariate,Linear,RevIN,MAE,HMM4W60,30,160.64088439941406,Sub_Multivariate_Linear_RevIN_MAE_HMM4W60_Seq30_MSE161.csv
Univariate,DLinear,RevIN,MAE,HMM4W30,60,162.49456787109375,Sub_Univariate_DLinear_RevIN_MAE_HMM4W30_Seq60_MSE162.csv
Univariate,DLinear,NoRevIN,MAE,HMM3W30,7,162.66346740722656,Sub_Univariate_DLinear_NoRevIN_MAE_HMM3W30_Seq7_MSE163.csv
Univariate,DLinear,NoRevIN,MAE,HMM4W30,7,162.72064208984375,Sub_Univariate_DLinear_NoRevIN_MAE_HMM4W30_Seq7_MSE163.csv
Univariate,DLinear,RevIN,MAE,HMM4W60,60,164.7415313720703,Sub_Univariate_DLinear_RevIN_MAE_HMM4W60_Seq60_MSE165.csv
Univariate,DLinear,NoRevIN,MAE,HMM3W60,7,165.6825714111328,Sub_Univariate_DLinear_NoRevIN_MAE_HMM3W60_Seq7_MSE166.csv
Univariate,Linear,RevIN,Huber,HMM4W30,60,169.4766845703125,Sub_Univariate_Linear_RevIN_Huber_HMM4W30_Seq60_MSE169.csv
Univariate,Linear,RevIN,MSE,HMM4W30,60,169.4915313720703,Sub_Univariate_Linear_RevIN_MSE_HMM4W30_Seq60_MSE169.csv
Univariate,Linear,RevIN,MAE,HMM4W60,60,169.86048889160156,Sub_Univariate_Linear_RevIN_MAE_HMM4W60_Seq60_MSE170.csv
Univariate,DLinear,RevIN,Huber,HMM4W30,60,174.35324096679688,Sub_Univariate_DLinear_RevIN_Huber_HMM4W30_Seq60_MSE174.csv
Univariate,DLinear,RevIN,MSE,HMM4W30,60,174.37889099121094,Sub_Univariate_DLinear_RevIN_MSE_HMM4W30_Seq60_MSE174.csv
Univariate,DLinear,NoRevIN,Huber,NoHMM,7,174.48297119140625,Sub_Univariate_DLinear_NoRevIN_Huber_NoHMM_Seq7_MSE174.csv
Univariate,DLinear,NoRevIN,MSE,NoHMM,7,175.1282501220703,Sub_Univariate_DLinear_NoRevIN_MSE_NoHMM_Seq7_MSE175.csv
Multivariate,NLinear,NoRevIN,MAE,HMM4W30,30,177.92259216308594,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM4W30_Seq30_MSE178.csv
Univariate,DLinear,NoRevIN,MAE,HMM4W60,60,178.60858154296875,Sub_Univariate_DLinear_NoRevIN_MAE_HMM4W60_Seq60_MSE179.csv
Multivariate,DLinear,RevIN,Huber,HMM4W60,30,183.9496307373047,Sub_Multivariate_DLinear_RevIN_Huber_HMM4W60_Seq30_MSE184.csv
Multivariate,DLinear,RevIN,MSE,HMM4W60,30,183.9685516357422,Sub_Multivariate_DLinear_RevIN_MSE_HMM4W60_Seq30_MSE184.csv
Univariate,DLinear,NoRevIN,MAE,HMM4W60,7,186.72482299804688,Sub_Univariate_DLinear_NoRevIN_MAE_HMM4W60_Seq7_MSE187.csv
Univariate,Linear,RevIN,Huber,HMM4W60,60,186.98533630371094,Sub_Univariate_Linear_RevIN_Huber_HMM4W60_Seq60_MSE187.csv
Univariate,Linear,RevIN,MSE,HMM4W60,60,186.98707580566406,Sub_Univariate_Linear_RevIN_MSE_HMM4W60_Seq60_MSE187.csv
Multivariate,Linear,RevIN,MAE,HMM4W30,30,188.55191040039062,Sub_Multivariate_Linear_RevIN_MAE_HMM4W30_Seq30_MSE189.csv
Univariate,DLinear,RevIN,Huber,HMM4W60,60,190.09547424316406,Sub_Univariate_DLinear_RevIN_Huber_HMM4W60_Seq60_MSE190.csv
Univariate,DLinear,RevIN,MSE,HMM4W60,60,190.1080322265625,Sub_Univariate_DLinear_RevIN_MSE_HMM4W60_Seq60_MSE190.csv
Univariate,DLinear,NoRevIN,MAE,NoHMM,60,190.52032470703125,Sub_Univariate_DLinear_NoRevIN_MAE_NoHMM_Seq60_MSE191.csv
Univariate,DLinear,NoRevIN,MAE,NoHMM,30,192.04090881347656,Sub_Univariate_DLinear_NoRevIN_MAE_NoHMM_Seq30_MSE192.csv
Univariate,DLinear,NoRevIN,MAE,NoHMM,7,194.0638885498047,Sub_Univariate_DLinear_NoRevIN_MAE_NoHMM_Seq7_MSE194.csv
Multivariate,DLinear,RevIN,MAE,HMM4W30,30,196.33021545410156,Sub_Multivariate_DLinear_RevIN_MAE_HMM4W30_Seq30_MSE196.csv
Multivariate,DLinear,NoRevIN,Huber,NoHMM,7,201.9256134033203,Sub_Multivariate_DLinear_NoRevIN_Huber_NoHMM_Seq7_MSE202.csv
Multivariate,DLinear,NoRevIN,Huber,NoHMM,15,204.92567443847656,Sub_Multivariate_DLinear_NoRevIN_Huber_NoHMM_Seq15_MSE205.csv
Multivariate,Linear,NoRevIN,Huber,NoHMM,7,211.56663513183594,Sub_Multivariate_Linear_NoRevIN_Huber_NoHMM_Seq7_MSE212.csv
Multivariate,DLinear,NoRevIN,MSE,NoHMM,7,215.6465301513672,Sub_Multivariate_DLinear_NoRevIN_MSE_NoHMM_Seq7_MSE216.csv
Multivariate,Linear,RevIN,Huber,HMM4W30,30,218.92994689941406,Sub_Multivariate_Linear_RevIN_Huber_HMM4W30_Seq30_MSE219.csv
Multivariate,Linear,RevIN,MSE,HMM4W30,30,218.9624481201172,Sub_Multivariate_Linear_RevIN_MSE_HMM4W30_Seq30_MSE219.csv
Multivariate,DLinear,NoRevIN,MSE,NoHMM,15,221.83045959472656,Sub_Multivariate_DLinear_NoRevIN_MSE_NoHMM_Seq15_MSE222.csv
Multivariate,DLinear,RevIN,Huber,HMM4W30,30,224.6094512939453,Sub_Multivariate_DLinear_RevIN_Huber_HMM4W30_Seq30_MSE225.csv
Multivariate,DLinear,RevIN,MSE,HMM4W30,30,224.6829376220703,Sub_Multivariate_DLinear_RevIN_MSE_HMM4W30_Seq30_MSE225.csv
Multivariate,DLinear,NoRevIN,Huber,NoHMM,30,225.5592041015625,Sub_Multivariate_DLinear_NoRevIN_Huber_NoHMM_Seq30_MSE226.csv
Univariate,DLinear,NoRevIN,MSE,HMM4W60,7,227.9529571533203,Sub_Univariate_DLinear_NoRevIN_MSE_HMM4W60_Seq7_MSE228.csv
Multivariate,Linear,RevIN,MAE,HMM4W60,60,228.791259765625,Sub_Multivariate_Linear_RevIN_MAE_HMM4W60_Seq60_MSE229.csv
Multivariate,Linear,NoRevIN,MSE,NoHMM,7,231.33224487304688,Sub_Multivariate_Linear_NoRevIN_MSE_NoHMM_Seq7_MSE231.csv
Multivariate,Linear,RevIN,MAE,HMM3W60,60,234.0044708251953,Sub_Multivariate_Linear_RevIN_MAE_HMM3W60_Seq60_MSE234.csv
Multivariate,NLinear,NoRevIN,Huber,HMM4W60,30,235.26473999023438,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM4W60_Seq30_MSE235.csv
Multivariate,NLinear,NoRevIN,MSE,HMM4W60,30,235.27099609375,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W60_Seq30_MSE235.csv
Multivariate,DLinear,NoRevIN,MSE,NoHMM,30,236.6895751953125,Sub_Multivariate_DLinear_NoRevIN_MSE_NoHMM_Seq30_MSE237.csv
Multivariate,Linear,NoRevIN,MAE,NoHMM,7,236.85391235351562,Sub_Multivariate_Linear_NoRevIN_MAE_NoHMM_Seq7_MSE237.csv
Univariate,DLinear,NoRevIN,Huber,HMM4W60,7,236.97000122070312,Sub_Univariate_DLinear_NoRevIN_Huber_HMM4W60_Seq7_MSE237.csv
Multivariate,DLinear,NoRevIN,MAE,NoHMM,7,238.00405883789062,Sub_Multivariate_DLinear_NoRevIN_MAE_NoHMM_Seq7_MSE238.csv
Multivariate,DLinear,NoRevIN,MAE,NoHMM,15,245.29489135742188,Sub_Multivariate_DLinear_NoRevIN_MAE_NoHMM_Seq15_MSE245.csv
Multivariate,NLinear,NoRevIN,MAE,HMM4W60,30,253.0503387451172,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM4W60_Seq30_MSE253.csv
Multivariate,Linear,RevIN,Huber,HMM4W60,60,255.0295867919922,Sub_Multivariate_Linear_RevIN_Huber_HMM4W60_Seq60_MSE255.csv
Multivariate,Linear,RevIN,MSE,HMM4W60,60,255.09133911132812,Sub_Multivariate_Linear_RevIN_MSE_HMM4W60_Seq60_MSE255.csv
Multivariate,DLinear,NoRevIN,Huber,NoHMM,60,261.7061767578125,Sub_Multivariate_DLinear_NoRevIN_Huber_NoHMM_Seq60_MSE262.csv
Multivariate,NLinear,NoRevIN,Huber,HMM4W30,60,261.9891662597656,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM4W30_Seq60_MSE262.csv
Multivariate,NLinear,NoRevIN,MSE,HMM4W30,60,262.0079650878906,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W30_Seq60_MSE262.csv
Multivariate,DLinear,RevIN,MAE,HMM3W60,60,263.4501647949219,Sub_Multivariate_DLinear_RevIN_MAE_HMM3W60_Seq60_MSE263.csv
Multivariate,DLinear,NoRevIN,MAE,NoHMM,30,266.12548828125,Sub_Multivariate_DLinear_NoRevIN_MAE_NoHMM_Seq30_MSE266.csv
Multivariate,Linear,NoRevIN,MSE,NoHMM,15,268.5106201171875,Sub_Multivariate_Linear_NoRevIN_MSE_NoHMM_Seq15_MSE269.csv
Multivariate,Linear,NoRevIN,Huber,NoHMM,30,274.32183837890625,Sub_Multivariate_Linear_NoRevIN_Huber_NoHMM_Seq30_MSE274.csv
Multivariate,Linear,NoRevIN,Huber,NoHMM,15,282.77264404296875,Sub_Multivariate_Linear_NoRevIN_Huber_NoHMM_Seq15_MSE283.csv
Multivariate,Linear,NoRevIN,MAE,NoHMM,15,284.39093017578125,Sub_Multivariate_Linear_NoRevIN_MAE_NoHMM_Seq15_MSE284.csv
Multivariate,DLinear,NoRevIN,MSE,NoHMM,60,288.74822998046875,Sub_Multivariate_DLinear_NoRevIN_MSE_NoHMM_Seq60_MSE289.csv
Multivariate,Linear,NoRevIN,MSE,NoHMM,30,291.5144958496094,Sub_Multivariate_Linear_NoRevIN_MSE_NoHMM_Seq30_MSE292.csv
Multivariate,NLinear,NoRevIN,MAE,HMM4W30,60,292.3946838378906,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM4W30_Seq60_MSE292.csv
Multivariate,DLinear,NoRevIN,MAE,NoHMM,60,304.9441833496094,Sub_Multivariate_DLinear_NoRevIN_MAE_NoHMM_Seq60_MSE305.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W30,7,305.5350036621094,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W30_Seq7_MSE306.csv
Multivariate,Linear,RevIN,Huber,HMM3W60,60,312.4967956542969,Sub_Multivariate_Linear_RevIN_Huber_HMM3W60_Seq60_MSE312.csv
Multivariate,Linear,RevIN,MSE,HMM3W60,60,312.5635986328125,Sub_Multivariate_Linear_RevIN_MSE_HMM3W60_Seq60_MSE313.csv
Multivariate,DLinear,RevIN,MAE,HMM4W60,60,317.1712646484375,Sub_Multivariate_DLinear_RevIN_MAE_HMM4W60_Seq60_MSE317.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W30,30,322.0965576171875,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W30_Seq30_MSE322.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W30,15,323.7189636230469,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W30_Seq15_MSE324.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W30,15,333.06451416015625,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W30_Seq15_MSE333.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W30,7,336.0394592285156,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W30_Seq7_MSE336.csv
Multivariate,Linear,NoRevIN,MAE,NoHMM,30,347.6353454589844,Sub_Multivariate_Linear_NoRevIN_MAE_NoHMM_Seq30_MSE348.csv
Univariate,DLinear,NoRevIN,Huber,NoHMM,30,349.21282958984375,Sub_Univariate_DLinear_NoRevIN_Huber_NoHMM_Seq30_MSE349.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W30,15,354.319091796875,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W30_Seq15_MSE354.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W30,15,355.0712890625,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W30_Seq15_MSE355.csv
Multivariate,DLinear,RevIN,Huber,HMM3W60,60,357.0946960449219,Sub_Multivariate_DLinear_RevIN_Huber_HMM3W60_Seq60_MSE357.csv
Multivariate,DLinear,RevIN,MSE,HMM3W60,60,357.3017883300781,Sub_Multivariate_DLinear_RevIN_MSE_HMM3W60_Seq60_MSE357.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W30,15,364.3155212402344,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W30_Seq15_MSE364.csv
Multivariate,Linear,NoRevIN,MSE,NoHMM,60,365.8997802734375,Sub_Multivariate_Linear_NoRevIN_MSE_NoHMM_Seq60_MSE366.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W30,30,370.60150146484375,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W30_Seq30_MSE371.csv
Multivariate,Linear,NoRevIN,Huber,NoHMM,60,370.7626037597656,Sub_Multivariate_Linear_NoRevIN_Huber_NoHMM_Seq60_MSE371.csv
Multivariate,DLinear,NoRevIN,Huber,NoHMM,120,372.3345947265625,Sub_Multivariate_DLinear_NoRevIN_Huber_NoHMM_Seq120_MSE372.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W30,7,380.03192138671875,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W30_Seq7_MSE380.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W30,30,382.8362121582031,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W30_Seq30_MSE383.csv
Multivariate,NLinear,NoRevIN,MAE,HMM4W60,60,383.7061767578125,Sub_Multivariate_NLinear_NoRevIN_MAE_HMM4W60_Seq60_MSE384.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W60,15,386.08935546875,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W60_Seq15_MSE386.csv
Multivariate,DLinear,NoRevIN,MSE,NoHMM,120,387.1512145996094,Sub_Multivariate_DLinear_NoRevIN_MSE_NoHMM_Seq120_MSE387.csv
Multivariate,Linear,RevIN,MAE,NoHMM,120,389.43206787109375,Sub_Multivariate_Linear_RevIN_MAE_NoHMM_Seq120_MSE389.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W30,30,391.41729736328125,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W30_Seq30_MSE391.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W30,7,391.67095947265625,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W30_Seq7_MSE392.csv
Multivariate,DLinear,NoRevIN,MAE,NoHMM,120,402.869384765625,Sub_Multivariate_DLinear_NoRevIN_MAE_NoHMM_Seq120_MSE403.csv
