Variant,Model,RevIN,Loss,HMM,SeqLen,ValMSE,File
Multivariate,Linear,NoRevIN,MAE,HMM4W30,15,404.3941345214844,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W30_Seq15_MSE404.csv
Multivariate,DLinear,RevIN,MAE,NoHMM,120,405.6369323730469,Sub_Multivariate_DLinear_RevIN_MAE_NoHMM_Seq120_MSE406.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W30,15,413.16741943359375,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W30_Seq15_MSE413.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W60,60,415.9139709472656,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W60_Seq60_MSE416.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W30,7,424.59503173828125,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W30_Seq7_MSE425.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W30,7,428.90008544921875,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W30_Seq7_MSE429.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W30,15,429.1451416015625,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W30_Seq15_MSE429.csv
Multivariate,NLinear,NoRevIN,Huber,HMM4W60,60,430.4896545410156,Sub_Multivariate_NLinear_NoRevIN_Huber_HMM4W60_Seq60_MSE430.csv
Multivariate,NLinear,NoRevIN,MSE,HMM4W60,60,430.5111389160156,Sub_Multivariate_NLinear_NoRevIN_MSE_HMM4W60_Seq60_MSE431.csv
Multivariate,Linear,NoRevIN,MSE,NoHMM,120,431.8088073730469,Sub_Multivariate_Linear_NoRevIN_MSE_NoHMM_Seq120_MSE432.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W60,15,434.8923645019531,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W60_Seq15_MSE435.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W60,7,435.0065002441406,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W60_Seq7_MSE435.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W30,7,435.86785888671875,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W30_Seq7_MSE436.csv
Multivariate,DLinear,RevIN,Huber,NoHMM,120,443.1348876953125,Sub_Multivariate_DLinear_RevIN_Huber_NoHMM_Seq120_MSE443.csv
Multivariate,DLinear,RevIN,MSE,NoHMM,120,443.28009033203125,Sub_Multivariate_DLinear_RevIN_MSE_NoHMM_Seq120_MSE443.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W60,30,445.9354248046875,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W60_Seq30_MSE446.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W30,60,446.4459533691406,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W30_Seq60_MSE446.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W30,60,448.7407531738281,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W30_Seq60_MSE449.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W30,30,449.09716796875,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W30_Seq30_MSE449.csv
Multivariate,Linear,NoRevIN,MAE,NoHMM,60,449.4049377441406,Sub_Multivariate_Linear_NoRevIN_MAE_NoHMM_Seq60_MSE449.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W30,7,453.1256408691406,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W30_Seq7_MSE453.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W30,30,456.1047668457031,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W30_Seq30_MSE456.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W30,7,461.57220458984375,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W30_Seq7_MSE462.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W60,7,461.8912353515625,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W60_Seq7_MSE462.csv
Multivariate,Linear,RevIN,Huber,NoHMM,120,463.4296875,Sub_Multivariate_Linear_RevIN_Huber_NoHMM_Seq120_MSE463.csv
Multivariate,Linear,RevIN,MSE,NoHMM,120,463.4778747558594,Sub_Multivariate_Linear_RevIN_MSE_NoHMM_Seq120_MSE463.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W30,30,464.0167541503906,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W30_Seq30_MSE464.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W30,60,465.6033630371094,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W30_Seq60_MSE466.csv
Multivariate,Linear,NoRevIN,Huber,NoHMM,120,466.59405517578125,Sub_Multivariate_Linear_NoRevIN_Huber_NoHMM_Seq120_MSE467.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W60,15,467.04730224609375,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W60_Seq15_MSE467.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W30,15,467.2259521484375,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W30_Seq15_MSE467.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W30,7,468.6453552246094,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W30_Seq7_MSE469.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W60,15,472.27593994140625,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W60_Seq15_MSE472.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W30,15,479.5811462402344,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W30_Seq15_MSE480.csv
Multivariate,Linear,NoRevIN,MAE,NoHMM,120,483.8832702636719,Sub_Multivariate_Linear_NoRevIN_MAE_NoHMM_Seq120_MSE484.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W60,15,487.2391357421875,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W60_Seq15_MSE487.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W30,30,500.37542724609375,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W30_Seq30_MSE500.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W30,30,502.958251953125,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W30_Seq30_MSE503.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W60,30,503.5711364746094,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W60_Seq30_MSE504.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W30,30,506.16644287109375,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W30_Seq30_MSE506.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W60,30,508.2265930175781,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W60_Seq30_MSE508.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W30,60,511.2411804199219,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W30_Seq60_MSE511.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W60,30,512.8119506835938,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W60_Seq30_MSE513.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W60,30,513.3790283203125,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W60_Seq30_MSE513.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W60,30,521.7305297851562,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W60_Seq30_MSE522.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W60,60,523.8158569335938,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W60_Seq60_MSE524.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W30,60,524.7681884765625,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W30_Seq60_MSE525.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W30,30,528.8302612304688,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W30_Seq30_MSE529.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W60,30,531.0057983398438,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W60_Seq30_MSE531.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W30,15,536.4237670898438,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W30_Seq15_MSE536.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W60,60,537.7132568359375,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W60_Seq60_MSE538.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W60,30,540.2506713867188,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W60_Seq30_MSE540.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W30,30,547.0669555664062,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W30_Seq30_MSE547.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W30,60,548.6058349609375,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W30_Seq60_MSE549.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W60,60,559.5011596679688,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W60_Seq60_MSE560.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W60,15,561.2847290039062,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W60_Seq15_MSE561.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W60,15,564.1863403320312,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W60_Seq15_MSE564.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W60,60,565.0867309570312,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W60_Seq60_MSE565.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W30,15,567.1590576171875,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W30_Seq15_MSE567.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W60,7,569.0963134765625,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W60_Seq7_MSE569.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W30,7,570.7716674804688,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W30_Seq7_MSE571.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W60,60,585.2138671875,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W60_Seq60_MSE585.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W60,30,599.2462768554688,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W60_Seq30_MSE599.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W60,60,609.2551879882812,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W60_Seq60_MSE609.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W60,60,612.7572631835938,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W60_Seq60_MSE613.csv
Multivariate,DLinear,RevIN,Huber,HMM4W60,60,617.3735961914062,Sub_Multivariate_DLinear_RevIN_Huber_HMM4W60_Seq60_MSE617.csv
Multivariate,DLinear,RevIN,MSE,HMM4W60,60,617.7680053710938,Sub_Multivariate_DLinear_RevIN_MSE_HMM4W60_Seq60_MSE618.csv
Multivariate,DLinear,NoRevIN,MAE,HMM4W60,7,618.49951171875,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM4W60_Seq7_MSE618.csv
Multivariate,DLinear,NoRevIN,MAE,HMM3W30,60,629.3361206054688,Sub_Multivariate_DLinear_NoRevIN_MAE_HMM3W30_Seq60_MSE629.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W60,15,633.2098388671875,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W60_Seq15_MSE633.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W60,60,636.5211181640625,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W60_Seq60_MSE637.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W60,7,638.2575073242188,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W60_Seq7_MSE638.csv
Multivariate,DLinear,NoRevIN,Huber,HMM3W30,60,638.7744140625,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM3W30_Seq60_MSE639.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W60,30,643.72314453125,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W60_Seq30_MSE644.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W60,60,645.2427978515625,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W60_Seq60_MSE645.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W30,60,648.9053344726562,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W30_Seq60_MSE649.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W60,15,649.5733032226562,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W60_Seq15_MSE650.csv
Multivariate,Linear,NoRevIN,MAE,HMM4W60,60,652.0059814453125,Sub_Multivariate_Linear_NoRevIN_MAE_HMM4W60_Seq60_MSE652.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W60,30,656.7190551757812,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W60_Seq30_MSE657.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W30,60,661.1903686523438,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W30_Seq60_MSE661.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W60,15,685.15478515625,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W60_Seq15_MSE685.csv
Multivariate,Linear,NoRevIN,MAE,HMM3W30,60,686.9678344726562,Sub_Multivariate_Linear_NoRevIN_MAE_HMM3W30_Seq60_MSE687.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W60,60,688.7716064453125,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W60_Seq60_MSE689.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W30,60,696.1569213867188,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W30_Seq60_MSE696.csv
Multivariate,Linear,RevIN,MAE,HMM4W30,60,700.160888671875,Sub_Multivariate_Linear_RevIN_MAE_HMM4W30_Seq60_MSE700.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W60,30,770.0075073242188,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W60_Seq30_MSE770.csv
Univariate,Linear,NoRevIN,MAE,NoHMM,480,777.8724365234375,Sub_Univariate_Linear_NoRevIN_MAE_NoHMM_Seq480_MSE778.csv
Univariate,DLinear,NoRevIN,Huber,NoHMM,480,794.4622802734375,Sub_Univariate_DLinear_NoRevIN_Huber_NoHMM_Seq480_MSE794.csv
Multivariate,DLinear,NoRevIN,MSE,HMM3W60,7,816.30078125,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM3W60_Seq7_MSE816.csv
Univariate,DLinear,NoRevIN,MAE,NoHMM,480,816.6940307617188,Sub_Univariate_DLinear_NoRevIN_MAE_NoHMM_Seq480_MSE817.csv
Multivariate,Linear,NoRevIN,Huber,HMM3W60,7,821.2867431640625,Sub_Multivariate_Linear_NoRevIN_Huber_HMM3W60_Seq7_MSE821.csv
Univariate,Linear,NoRevIN,Huber,NoHMM,480,835.0314331054688,Sub_Univariate_Linear_NoRevIN_Huber_NoHMM_Seq480_MSE835.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W30,7,846.6702270507812,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W30_Seq7_MSE847.csv
Univariate,DLinear,NoRevIN,MSE,NoHMM,480,853.75390625,Sub_Univariate_DLinear_NoRevIN_MSE_NoHMM_Seq480_MSE854.csv
Multivariate,DLinear,RevIN,MAE,HMM4W30,60,861.6784057617188,Sub_Multivariate_DLinear_RevIN_MAE_HMM4W30_Seq60_MSE862.csv
Multivariate,Linear,NoRevIN,MSE,HMM3W60,7,891.8059692382812,Sub_Multivariate_Linear_NoRevIN_MSE_HMM3W60_Seq7_MSE892.csv
Univariate,Linear,NoRevIN,MSE,NoHMM,480,996.9117431640625,Sub_Univariate_Linear_NoRevIN_MSE_NoHMM_Seq480_MSE997.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W60,15,1083.12255859375,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W60_Seq15_MSE1083.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W60,15,1093.482421875,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W60_Seq15_MSE1093.csv
Multivariate,Linear,NoRevIN,Huber,HMM4W60,7,1169.4244384765625,Sub_Multivariate_Linear_NoRevIN_Huber_HMM4W60_Seq7_MSE1169.csv
Multivariate,DLinear,NoRevIN,Huber,HMM4W60,7,1192.5284423828125,Sub_Multivariate_DLinear_NoRevIN_Huber_HMM4W60_Seq7_MSE1193.csv
Multivariate,Linear,NoRevIN,MSE,HMM4W60,7,1247.5836181640625,Sub_Multivariate_Linear_NoRevIN_MSE_HMM4W60_Seq7_MSE1248.csv
Multivariate,DLinear,NoRevIN,MSE,HMM4W60,7,1252.3719482421875,Sub_Multivariate_DLinear_NoRevIN_MSE_HMM4W60_Seq7_MSE1252.csv
Univariate,NLinear,NoRevIN,Huber,NoHMM,480,1866.8306884765625,Sub_Univariate_NLinear_NoRevIN_Huber_NoHMM_Seq480_MSE1867.csv
Univariate,NLinear,NoRevIN,MSE,NoHMM,480,1867.0003662109375,Sub_Univariate_NLinear_NoRevIN_MSE_NoHMM_Seq480_MSE1867.csv
Univariate,NLinear,NoRevIN,MAE,NoHMM,480,1877.1407470703125,Sub_Univariate_NLinear_NoRevIN_MAE_NoHMM_Seq480_MSE1877.csv
Multivariate,Linear,NoRevIN,Huber,NoHMM,480,2170.64404296875,Sub_Multivariate_Linear_NoRevIN_Huber_NoHMM_Seq480_MSE2171.csv
Multivariate,Linear,NoRevIN,MSE,NoHMM,480,2170.8505859375,Sub_Multivariate_Linear_NoRevIN_MSE_NoHMM_Seq480_MSE2171.csv
Multivariate,DLinear,NoRevIN,Huber,NoHMM,480,2217.857666015625,Sub_Multivariate_DLinear_NoRevIN_Huber_NoHMM_Seq480_MSE2218.csv
Multivariate,Linear,NoRevIN,MAE,NoHMM,480,2219.86083984375,Sub_Multivariate_Linear_NoRevIN_MAE_NoHMM_Seq480_MSE2220.csv
Multivariate,DLinear,NoRevIN,MSE,NoHMM,480,2224.626953125,Sub_Multivariate_DLinear_NoRevIN_MSE_NoHMM_Seq480_MSE2225.csv
Multivariate,DLinear,NoRevIN,MAE,NoHMM,480,2231.618408203125,Sub_Multivariate_DLinear_NoRevIN_MAE_NoHMM_Seq480_MSE2232.csv
Multivariate,NLinear,NoRevIN,MSE,NoHMM,480,2387.498291015625,Sub_Multivariate_NLinear_NoRevIN_MSE_NoHMM_Seq480_MSE2387.csv
Multivariate,NLinear,NoRevIN,Huber,NoHMM,480,2387.616455078125,Sub_Multivariate_NLinear_NoRevIN_Huber_NoHMM_Seq480_MSE2388.csv
Multivariate,NLinear,NoRevIN,MAE,NoHMM,480,2421.486083984375,Sub_Multivariate_NLinear_NoRevIN_MAE_NoHMM_Seq480_MSE2421.csv
Multivariate,Linear,RevIN,Huber,HMM4W30,60,2644.50390625,Sub_Multivariate_Linear_RevIN_Huber_HMM4W30_Seq60_MSE2645.csv
Multivariate,Linear,RevIN,MSE,HMM4W30,60,2647.13671875,Sub_Multivariate_Linear_RevIN_MSE_HMM4W30_Seq60_MSE2647.csv
Multivariate,DLinear,RevIN,Huber,HMM4W30,60,3390.317626953125,Sub_Multivariate_DLinear_RevIN_Huber_HMM4W30_Seq60_MSE3390.csv
Multivariate,DLinear,RevIN,MSE,HMM4W30,60,3390.664794921875,Sub_Multivariate_DLinear_RevIN_MSE_HMM4W30_Seq60_MSE3391.csv
Univariate,Linear,RevIN,Huber,NoHMM,480,4888.05078125,Sub_Univariate_Linear_RevIN_Huber_NoHMM_Seq480_MSE4888.csv
Univariate,Linear,RevIN,MSE,NoHMM,480,4888.3125,Sub_Univariate_Linear_RevIN_MSE_NoHMM_Seq480_MSE4888.csv
Univariate,Linear,RevIN,MAE,NoHMM,480,4892.6337890625,Sub_Univariate_Linear_RevIN_MAE_NoHMM_Seq480_MSE4893.csv
Multivariate,Linear,RevIN,MAE,NoHMM,480,5003.61328125,Sub_Multivariate_Linear_RevIN_MAE_NoHMM_Seq480_MSE5004.csv
Univariate,DLinear,RevIN,MAE,NoHMM,480,5056.5986328125,Sub_Univariate_DLinear_RevIN_MAE_NoHMM_Seq480_MSE5057.csv
Univariate,DLinear,RevIN,Huber,NoHMM,480,5073.13330078125,Sub_Univariate_DLinear_RevIN_Huber_NoHMM_Seq480_MSE5073.csv
Univariate,DLinear,RevIN,MSE,NoHMM,480,5073.298828125,Sub_Univariate_DLinear_RevIN_MSE_NoHMM_Seq480_MSE5073.csv
Multivariate,DLinear,RevIN,MAE,NoHMM,480,5426.4296875,Sub_Multivariate_DLinear_RevIN_MAE_NoHMM_Seq480_MSE5426.csv
Multivariate,Linear,RevIN,Huber,NoHMM,480,5518.8095703125,Sub_Multivariate_Linear_RevIN_Huber_NoHMM_Seq480_MSE5519.csv
Multivariate,Linear,RevIN,MSE,NoHMM,480,5518.88916015625,Sub_Multivariate_Linear_RevIN_MSE_NoHMM_Seq480_MSE5519.csv
Multivariate,DLinear,RevIN,Huber,NoHMM,480,5628.61181640625,Sub_Multivariate_DLinear_RevIN_Huber_NoHMM_Seq480_MSE5629.csv
Multivariate,DLinear,RevIN,MSE,NoHMM,480,5628.6767578125,Sub_Multivariate_DLinear_RevIN_MSE_NoHMM_Seq480_MSE5629.csv
